,ID,FULL TEXT,CREATED AT,LIKE COUNT,FOLLOWERS COUNT,LABEL
,,,,,,
181,1.42E+18,@newsi_lk: මැතිව් අබේසිංහ අද ඔලිම්පික් මීටර් 100 නිදහස්ආර පිහිනුම් ඉසව්වට https://t.co/ye0fMDp7rK,7/27/2021 4:56,2,591,
,,,,,,
182,1.42E+18,"ඔලිම්පික් උළෙලට ගිය Made in Sri Lanka බේස් බෝලය 🇱🇰 👏❤️ SSK කෝපරේෂන් හි අධ්‍යක්ෂ - යොෂිනොබු කොෂියෝ මහතා, “ශ්‍රී ලංකාවේ නිෂ්පාදිත” බේස්බෝල් ශ්‍රී ලංකාවේ තානාපති - සංජීව් ගුණසේකර මහතා වෙත භාරදීම සනිහිටුහන් වූ අයුරු.“ Made In Sri Lanka” Baseballs at Olympic Games
#SanjivGunasekara https://t.co/1qyTSuzqnY",7/27/2021 4:48,12,118,
,,,,,,
183,1.42E+18,"කාන්තා කි.ග්‍රෑ 55 බර ඉසිලීම ඉසව්වෙන් පිලිපීනයේ  හිඩිලින් ඩයස් ක්‍රීඩිකාව රන් පදක්කමක් දිනා ගත්තා. එය පිලිපීනය ඔලිම්පික් තරගාවලි ඉතිහාසයේ දිනාගත් මුල්ම රන් පදක්කම යි.
 #Tokyo #Olympics #updates https://t.co/JlJyeIHL6K",7/27/2021 4:30,8,1182,
,,,,,,
184,1.42E+18,"2020 ඔලිම්පික් තරග: පිහිනුම් ශූර මැතිව් අබේසිංහ අද තරග බිමට
https://t.co/WLAh4YwddT",7/27/2021 4:12,0,837,
,,,,,,
185,1.42E+18,ඔලිම්පික් ඉතිහාසයේ දී  බර්මියුඩාවට මුල්ම වරට රන් පදක්කමක් හිමිවෙයි. කාන්තා තුන් ප්‍රයාම ඉසව්වෙන් එම පදක්කම උරුම කරදුන්නේ ෆ්ලෝරා  ඩෆී නම් ක්‍රීඩිකාව යි. https://t.co/a1dAzZBCVL,7/27/2021 4:00,8,1182,
,,,,,,
186,1.42E+18,ඔලිම්පික් දූත පිරිස #lka https://t.co/Qrad556jRd,7/27/2021 1:08,15,8793,
,,,,,,
187,1.42E+18,අධිවේගී බෝට්ටුවක් නිසා ඔලිම්පික් තරගයක් මැද කලබගෑනියක්! https://t.co/THpwj5xR3g,7/26/2021 21:55,0,1975,
,,,,,,
188,1.42E+18,අපේ ‘කරූ’ අමරණීය කළ ඔලිම්පික් උළෙල ගැන තැනූ ‘තෝකියෝ ඔලිම්පියාඩ්’ https://t.co/3TZCBh6aXm,7/26/2021 21:10,1,2097,
,,,,,,
189,1.42E+18,ඔලිම්පික් උලෙලට නාමල්ගෙ නායකත්වයෙන් ඇමතිවරැ කන්ඩායමක්.. -  https://t.co/nBxR1VZ1ht,7/26/2021 16:39,0,289,
,,,,,,
190,1.42E+18,"මෙවර ඔලිම්පික් තරගාවලිය වෙනුවෙන් ශ්‍රී ලංකාව නියෝජනය කරන තරුණ කණ්ඩායමට ජාතික යොවුන් සේනාංකයේ සුබ පැතුම්... 

#nycmedia #srilankaolympics #SriLanka #Olympic2020 #athletic #srilankaproud #jayagamu #namalrajapaksamediaunit https://t.co/Mo7qsVWztk",7/26/2021 15:48,0,14,
,,,,,,
191,1.42E+18,@Na_na_Ba_Nana තව ඔලිම්පික් පදක්කමක් ගෙනාවා ඩන්කන් වයිට් මහත්තයා,7/26/2021 15:30,0,422,
,,,,,,
192,1.42E+18,ඔලිම්පික් ගම්මාන පොකුර කීයක්වගෙ වෙයිද මන්දා 😏😏😏,7/26/2021 15:30,1,1675,
,,,,,,
193,1.42E+18,"2020 ඔලිම්පික් තරග  - නිලූකගේ දෙවැනි අවස්ථාවක් ගිලිහී යයි 
https://t.co/Lc3LBlNfKb",7/26/2021 15:24,2,837,
,,,,,,
194,1.42E+18,ජූඩෝ පිරිමි කිලෝග්‍රෑම් 73 බර පන්තිය නියෝජනය කරමින් අවසන් තිස් දෙදෙනාගේ වටයේ තරගයකට අද(26) දිනයේ ඔලිම්පික් තරඟ බිමට පිවිසි චාමර නුවන් ධර්මවර්ධන Djibouti රාජ්‍යයේ Aden-Alexandre Houssein සමඟ තරඟ වැදුණි. https://t.co/JXvGviq7p7,7/26/2021 15:24,7,22240,
,,,,,,
195,1.42E+18,"හෙට සවස 3:39ට ශ්‍රිලංකාවේ මැතිව් අබේසිංහ ඔලිම්පික් තරඟ බිමට පිවිසේ,",7/26/2021 15:01,12,3801,
,,,,,,
196,1.42E+18,ටෝකියෝ ඔලිම්පික් උළෙලේ අද දිනට අදාළ සියලුම රන් පදක්කම් ප්‍රදානය කර අවසන් වෙද්දී සත්කාරක රට වන ජපානය පදක්කම් සටහනේ පෙරමුණට. #Tokyo #Olympics￼ #updates https://t.co/q0LxSpAobq,7/26/2021 14:23,6,1182,
,,,,,,
197,1.42E+18,"වසර ගණනාවක අපේක්ෂාවෙන් පසුව, ගෝලීය වසංගතය හේතුවෙන් කල් දමමින් ටෝකියෝ ඔලිම්පික් උළෙල විවිධ බාධා මැද මේ දක්වා පවත්වා යන්නේය. 
නමුත් ක්‍රීඩකයින්ගේ ඔලිම්පික් උළෙල පිළිබඳ මනෝභාවය ලැබෙන ආරංචි අනුව සන්සුන් නොවේ.
ටෝකියෝ හි ක්‍රීඩක ක්‍රීඩිකාවන් සහ අනෙකුත් සහභාගිව… https://t.co/v5IhqjMMI4",7/26/2021 13:57,4,6740,
,,,,,,
198,1.42E+18,"2020 ඔලිම්පික් තරඟ - ජුඩෝ ක්‍රීඩක චාමර පරදවමින් ඒඩන් ජය ගනී 
https://t.co/ty60KQDKVc",7/26/2021 11:49,0,837,
,,,,,,
199,1.42E+18,ඉතිහාසයේ ප්‍රථම වතාවට ඔලිම්පික් තරග විනිශ්චයට තේරුනු පොලිස් පරීක්ෂකවරිය Nelka Shiromala🥊💪🇱🇰❤️ https://t.co/sNyxFza7oU,7/26/2021 11:13,0,2970,
,,,,,,
200,1.42E+18,"Momiji Nishiya: 13 හැවිරිදි ශිෂ්‍යාවක් ඔලිම්පික් රන් පදක්කමක් දිනාගනී
https://t.co/MY0OVDhrs7",7/26/2021 11:05,1,8026,
,,,,,,
201,1.42E+18,ඔලිම්පික් බලන්න 🤩,7/26/2021 10:55,8,1691,
,,,,,,
202,1.42E+18,"ඇමරිකා එක්සත් ජනපදය වෙනුවෙන් ස්කීට් වෙඩි තැබීමේ ඉසව්වට එක්වූ ඇම්බර් ඉංග්ලිෂ් ඔලිම්පික් උළෙල රන් පදක්කමක් ලබාගත් අතරහ ඔලිම්පික් වාර්තාවක් තැබුවාය.

2016 කාන්තා ස්කීට් රන් පදක්කම්ලාභී ඉතාලියේ ඩයනා බැකෝසි තබා තිබූ වාර්තාවක් ඇය බිඳ දැමුවාය.
2012 සහ 2016 වසර … https://t.co/6OnIZZy24H",7/26/2021 10:38,1,6740,
,,,,,,
203,1.42E+18,"ඔලිම්පික් සිහිනය ජයගත් ආදර අන්දරය: හන්ටර් සහ ටාරා

Read more : https://t.co/C0Lju4MPqG

Telegram :  https://t.co/wRzIGLY76M

WhatsApp :  https://t.co/8wBlf8SQVI

#Olympics  #SerendibPuwath  #Olympic  #Japan  #Tokiyo #TaraDavis  #HunterWoodhall #Love #Life  #sports https://t.co/nxhLqhuxod",7/26/2021 10:25,0,17,
,,,,,,
204,1.42E+18,"ටියුනීසියාව නියෝජනය කරමින් මෙවර ඔලිම්පික් උළෙලට සහභාගීවන අහමඩ් හෆ්නාඔයි මෙවර ටෝකියෝ බලා පැමිණියේ වැඩි බලාපොරොත්තුවක් සහිතව නොවේ.

නමුත් පිරිමි මීටර් 400 නිදහස් ආර මූලික වටයේ තරඟ වලින් අනතුරුව කෙසේ හෝ අවසන් වටයට පිවිසීමට ඔහු වාසනාවන්ත විය.

https://t.co/eDtoiviZMl https://t.co/HmJMBDZenz",7/26/2021 10:10,0,105,
,,,,,,
205,1.42E+18,"වයස අවුරුදු 14 දී #diving  ක්‍රීඩාවෙන් ඔලිම්පික් නියෝජනය කර වයස අවුරුදු 27 දී ඔලිම්පික් රන් පදක්කම දිනු මහා බ්‍රිතාන්‍යයේ ටොම් ඩේලි ගේ දෑසින් වැටුණු කදුළු ජාත්‍යන්තර කැමරා ශිල්පින්ගේ කාචයන්හී සටහන්ව තිබු අයුරුයි මේ. 

#Tokyo2020  #TokyoOlympics",7/26/2021 10:09,6,3654,
,,,,,,
206,1.42E+18,"ටෝකියෝ පිහිනුම් තටාකය දෙවනත් කළ යෞවනයා

ටියුනීසියාව නියෝජනය කරමින් මෙවර ඔලිම්පික් උළෙලට සහභාගීවන අහමඩ් හෆ්නාඔයි මෙවර ටෝකියෝ බලා පැමිණියේ වැඩි බලාපොරොත්තුවක් සහිතව නොවේ.
#adaderanasinhala #olympics #sports

වැඩි විස්තර - https://t.co/2JT2i39cNb https://t.co/9VYuxWiGQB",7/26/2021 9:40,31,110509,
,,,,,,
207,1.42E+18,අධිවේගී බෝට්ටුවක් නිසා ඔලිම්පික් තරගයක් මැද කලබගෑනියක්! (VIDEO) https://t.co/5vKLvIMsHh https://t.co/rELG6sOrJP,7/26/2021 9:30,0,759,
,,,,,,
208,1.42E+18,"ශ්‍රී ලංකාවේ තවත් ක්‍රීඩකයෙක් ඔලිම්පික් තරඟාවලියෙන් ඉවතට
Full Story - https://t.co/lPORAB8YZc https://t.co/9g60i7AknS",7/26/2021 8:11,1,88,
,,,,,,
209,1.42E+18,"ඔලිම්පික් කොවිඩ් පොකුර ඉහළට https://t.co/mqLTCdK2f0 
#olimpic #covid19 #FastNews",7/26/2021 8:07,0,1547,
,,,,,,
210,1.42E+18,"ඔලිම්පික් කොවිඩ් පොකුර ඉහළට - https://t.co/RUpXOieNpO 
#olimpic #covid19 #UTVNews",7/26/2021 8:06,0,422,
,,,,,,
211,1.42E+18,@newsi_lk: ඔලිම්පික් ජූඩෝ පදක්කම් බලාපොරොත්තුව බිඳ වැටෙයි https://t.co/iu7HcI6dS6,7/26/2021 7:08,1,591,
,,,,,,
212,1.42E+18,"https://t.co/MUuqoPP71p

ඕනෑම රටක අභිමානයක් තමයි ඔලිම්පික් සමාරම්භක උළෙලකදී තම ජාතික ධජය ලෙලදීමට සමත් කිරීම.

නමුත් මෙවර ටෝක්යෝ ඔලිම්පික් උළෙලේදී රුසියාවට එම අවස්තාව ගිලිහී යනවා.

වැඩිදුර කියවීමට 👇
https://t.co/WzTD95ILV6

#olympics #tokyo #sports #olympicgames #olympic https://t.co/IVF3A0fawt",7/26/2021 6:34,2,662,
,,,,,,
213,1.42E+18,කොච්චර කොහොම කිව්වත් කරත් මේ පාර ඔලිම්පික් එක කිසි ගතියක් නෑ වගේනේ! අර තියන්න ඕනාවටම තිබ්බා වගේ 🤷🏽‍♂️,7/26/2021 6:28,24,4106,
,,,,,,
214,1.42E+18,ටෝකියෝ හි ඔලිම්පික් ගම්මානයේ කොවිඩ් ආසාදිතයන් ඉහළට https://t.co/r5IYbrJVHD || #SiyathaNewsLive #SriLanka #අද,7/26/2021 6:21,0,1595,
,,,,,,
215,1.42E+18,"13 හැවිරිදි ක්‍රීඩිකාවක් ඔලිම්පික් ඉතිහාසය අලුත් කරයි
https://t.co/qkfF1HhG8E https://t.co/GFdBy1ov1A",7/26/2021 6:19,0,23,
,,,,,,
216,1.42E+18,නිලූක සහ චාමර අද ඔලිම්පික් තරග බිමේ https://t.co/jzDWNANaCD,7/26/2021 6:18,1,877,
,,,,,,
217,1.42E+18,"ඉතිහාසයේ දෙවැනි ලාබාලම ඔලිම්පික් රන්පදක්කම් ලාභියා ජපානයෙන්
Read more : https://t.co/9E30MinYeg
Telegram :  https://t.co/wRzIGMfIvm
WhatsApp :  https://t.co/8wBlf8Bg4a
Twitter : https://t.co/DMdanFxsoQ
#Olympics  #SerendibPuwath  #Olympic  #Japan  #Tokiyo https://t.co/6Kl0hjvjNh",7/26/2021 6:05,0,17,
,,,,,,
218,1.42E+18,එන්නත පරක්කු වෙන්නේ ඔලිම්පික් නිසාලු https://t.co/3p73fI4Voq,7/26/2021 5:51,0,704,
,,,,,,
219,1.42E+18,එන්නත පරක්කු වෙන්නේ ඔලිම්පික් නිසාලු https://t.co/QMPlSrvtqL,7/26/2021 5:37,0,1244,
,,,,,,
220,1.42E+18,මිලකා මේ ඔබේ ප්‍රථම උත්සාහයයි. ලංකාවේ බොහෝ දෙනෙක් විස්වාස කරනවා ඔබ ලංකාවට ඔලිම්පික් පදක්කමක් යම් දිනක දිනා දේවි කියල. අපි ඔබට සුබ අනාගතයක් පතමු. @MilkaDeSilva1 #OlympicGames #SriLanka https://t.co/uCohPfIuhK,7/26/2021 5:36,8,445,
,,,,,,
221,1.42E+18,"ටෝකියෝ ඔලිම්පික් උළෙලේදී, 13 හැවිරිදි ක්‍රීඩිකාවක් ඔලිම්පික් ඉතිහාසය අලුත් කරයි 
වැඩි විස්තර &gt;&gt;&gt; https://t.co/6iNaUYa4Ls

#HiruNews #lka #SriLanka https://t.co/MeIHMdjOqy",7/26/2021 5:21,33,120164,
,,,,,,
222,1.42E+18,"ටෝකියෝ හි ඔලිම්පික් ගම්මානය ආශ්‍රිතව හඳුනාගත් කොවිඩ් පොකුරේ ආසාදිතයන් සංඛ්‍යාව 132 දක්වා ඉහළ ගොස් තිබේ.

ඒ ඊයේ නව ආසාදිතයන් 10 දෙනෙකු හඳුනාගැනීමත් සමගය.

මේ අතර ඉන්දුනීසියාවට පනවා ඇති කොවිඩ් පාලන සීමා අගෝස්තු 2වනදා දක්වා දීර්ඝ කර තිබේ.  #tokyo #olympic

https://t.co/CcXcIZCBVi https://t.co/uLzn7kcRcp",7/26/2021 5:08,0,105,
,,,,,,
223,1.42E+18,එන්නත පරක්කු වෙන්නේ ඔලිම්පික් නිසාලු https://t.co/YwB7gEGLUC https://t.co/zFLutDxsWj,7/26/2021 4:33,0,759,
,,,,,,
224,1.42E+18,"ඔලිම්පික් කොවිඩ් පොකුර ඉහළට

ටෝකියෝ හි ඔලිම්පික් ගම්මානය ආශ්‍රිතව හඳුනාගත් කොවිඩ් පොකුරේ ආසාදිතයන් සංඛ්‍යාව 132 දක්වා ඉහළ ගොස් තිබේ.
#adaderanasinhala #covid19

වැඩි විස්තර - https://t.co/L0JhzWqIGN https://t.co/TXF0Eey7gv",7/26/2021 4:28,11,110509,
,,,,,,
225,1.42E+18,"2020 ඔලිම්පික් තරග දෙවැනි දිනය: නිලූකට අද දෙවැනි අවස්ථාවක් - ජූඩෝ ක්‍රීඩක චාමරත් අද තරග බිමේ
https://t.co/KW0ZxFauUU",7/26/2021 4:08,0,837,
,,,,,,
226,1.42E+18,මෙවර ඔලිම්පික් ක්‍රිඩා උළෙලේ පළමු ලෝක වාර්තාව පිහිනුම් ඉසව්වෙන් - SLBC News ( Sinhala ) https://t.co/zvkmXP0sic via @SLBCnewslk,7/26/2021 4:01,0,111,
,,,,,,
227,1.42E+18,"හොඳ වැඩේ 😋😌😂

ඔය ක්‍රිකට් වගේද 🥴🇱🇰 
ඔලිම්පික්  😋❤️ https://t.co/aDZ9OL5wY9",7/26/2021 3:44,6,1265,
,,,,,,
228,1.42E+18,"@iam_AStr ඔය ක්‍රිකට් වගේද 🥴🇱🇰
ඔලිම්පික්  😌🇱🇰❤️❤️❤️",7/26/2021 2:28,1,1265,
,,,,,,
229,1.42E+18,"ඔය ක්‍රිකට් වගේද 🥴🇱🇰
ඔලිම්පික්  😌🇱🇰❤️❤️❤️",7/26/2021 2:28,9,1265,
,,,,,,
230,1.42E+18,ඇන්ඩි මරේ ඔලිම්පික් කේවල තරග අත්හරී https://t.co/70UySjDdk4,7/26/2021 0:58,1,1607,
,,,,,,
231,1.42E+18,ඔලිම්පික් ලෝක වාර්තාවක් https://t.co/1zUR5GJNL7 via @Mega News https://t.co/pf3IZIrxQf,7/25/2021 22:28,0,252,
,,,,,,
232,1.42E+18,@Its_Me_S_Soori දැන් ඔලිම්පික්  නිසා  ප්ලෙන් පරක්කුයිලු 🤭,7/25/2021 17:13,1,3789,
,,,,,,
233,1.42E+18,@aruwij @RajapaksaNamal ඔබ ඔලිම්පික් සදහා සහභාගී උනේ කුමන වසරේද? කුමන ඉසව්වෙන්ද?ඔබ ඔලිම්පික් පරිසාදන මට්ටමට ලග?,7/25/2021 15:50,8,445,
,,,,,,
234,1.42E+18,"ටෝකියෝ ඔලිම්පික් උළෙලේ දෙවන දිනයේ තරග නිමාවෙද්දී චීනය, ජපානය සහ අමෙරිකාව යන රටවල් අතර තුන්කොන් සටනක් නිර්මාණය වී තිබෙනවා.  https://t.co/BCxWroSf6n https://t.co/xq9P8acZXh",7/25/2021 14:45,7,1182,
,,,,,,
235,1.42E+18,"@Arshathz ""අද මම මගේම පිලිරුවක් හදාගෙන මල් මාලාත් දාගන්නවා. "" මං කැමතිම කෑල්ල.. මාත් එහෙම කරන්න තිබුන ඔලි?",7/25/2021 12:58,4,5881,
,,,,,,
236,1.42E+18,@Nadeez__ ලොල්.. යකෝ ඔලිම්පික් යන්න approval ගන්න එක ලේසිනෙ ලංකාවෙ ඇන්ටිලගෙන් approval ගන්නවට වඩා 😅😂,7/25/2021 12:57,1,42,
,,,,,,
237,1.42E+18,"ඔලිම්පික් වල ආසම ස්විමින් වල්ට 😍
 #Olympics",7/25/2021 12:57,28,3609,
,,,,,,
238,1.42E+18,"ඉස්කෝලේ ස්පෝට් මිට් එකටත් ගේමක් දීලා රිලේ එකටයි, නිවාස හොකි ටිම් එකටයි ගැහුවා. ඒත් පරාද වෙලා තාමත් ඒ ගැන ආඩම්බරයෙන් කියවන මම, ඔලිම්පික් වගේ එහෙකට සිලෙක්ට් උනානම්, අද මම මගේම පිලිරුවක් හදාගෙන මල් මාලාත් දාගන්නවා. ඔලිම්පික් ‍යනවා කියන්නේ මොන තරම් දක්ෂයෙක් වෙන්න ඕනද අප්පා.",7/25/2021 12:11,133,7209,
,,,,,,
239,1.42E+18,#Olympics වලටත් #Cricket ආපු දවසට තමයි ඔලිම්පික් පෙන්නලා channel eye හොදට හොයන්නේ!,7/25/2021 11:23,3,429,
,,,,,,
240,1.42E+18,@DocaAyya ඔලිම්පික් වල එක ගත්තේ ?,7/25/2021 10:57,0,5771,
,,,,,,
241,1.42E+18,අද(25) දින ටෝකියෝ ඔලිම්පික් උළෙලේ Artistic Gymnastics ඉසව්ව සඳහා සහභාගී වූ ජිම්නාස්ටික් ක්‍රීඩිකා මිල්කා ගෙහානි සමස්ත ඉසව්වේ 28 වැනි ස්ථානය හිමි කරගැනීමට සමත් විය. https://t.co/hTAuuo0me1,7/25/2021 10:14,33,22240,
,,,,,,
242,1.42E+18,"@iamkapilan @BasnayakeM ගොං නාම්බා අපේ ටීම් එකට ලැබුනේ ඔලිම්පික් රෙෆුජී ටීම් එකේ ඇඳුම් ද? 
#ජයගමු #lka #lk #srilanka #slnews #AdaDeranaSin",7/25/2021 10:02,1,370,
,,,,,,
243,1.42E+18,"ගොං නාම්බා අපේ ටීම් එකට ලැබුනේ ඔලිම්පික් රෙෆුජී ටීම් එකේ ඇඳුම් ද? 
#ජයගමු #lka #lk #srilanka #slnews #AdaDeranaSinhala https://t.co/4loIF9jqOl https://t.co/yX5ZgCIvRF",7/25/2021 10:01,1,370,
,,,,,,
244,1.42E+18,ටෝකියෝ ඔලිම්පික් උළෙලට සහභාගිවී සිටින තවත් ක්‍රීඩකයින් 10 දෙනෙකුට කොරෝනා - Read More &gt;&gt;&gt; https://t.co/rFfP23yNbX #LKA #SriLanka https://t.co/bAsPwWqzwv,7/25/2021 9:13,1,2025,
,,,,,,
245,1.42E+18,ටෝකියෝ ඔලිම්පික් උළෙල සඳහා ශ්‍රී ලංකාව නියෝජනය කරන ජිම්නාස්ටික් ක්‍රීඩිකා මිල්කා ගෙහානි ද සිල්වා සිය  රිද්මයානුකූල ජිම්නාස්ටික් හි තෝරාගැනීමේ වටයේ දෙවැනි අදියර යටතේ සම්පූර්ණ ලකුණු 45.798 ලබා සිටියි. https://t.co/zFQEnA7JqB,7/25/2021 8:56,30,1075,
,,,,,,
246,1.42E+18,"ඔලිම්පික් ඉතිහාසයේ පළමු ස්කේට්බෝර්ඩිං රන් පදක්කම ජපානයට

Read more : https://t.co/P3iTxnmS7T

Telegram :  https://t.co/wRzIGLY76M

WhatsApp :  https://t.co/8wBlf8SQVI

#SerendibPuwath #News #lka  #olympics #JAPAN https://t.co/yHM8ssrxJm",7/25/2021 8:34,0,17,
,,,,,,
247,1.42E+18,"ඕස්ට්‍රේලියාව පළමු ඔලිම්පික් රන් පදක්කම දිනා ගනී
Full Story - https://t.co/8QvbcTmw5I https://t.co/A7WYegautz",7/25/2021 8:25,1,88,
,,,,,,
248,1.42E+18,ඔලිම්පික් ගිය අයගෙන් ට්ව්ටර් අකවුන්ට් තියෙන්නෙ මිල්කා ට විතරද? අනික් අයගෙ ඒවා දන්නවනම් දාගෙන යන්නකො #Olympics,7/25/2021 8:10,15,1819,
,,,,,,
249,1.42E+18,මිල්කා ගෙහානිට ඔලිම්පික් අවසන් වටය අහිමි වෙයි - Read More &gt;&gt;&gt; https://t.co/13zMWzVYd8 #LKA #SriLanka https://t.co/nbMyfibGrM,7/25/2021 7:48,1,2025,
,,,,,,
250,1.42E+18,""" දකුණු ආසියාවේ ජනගහනය ගත්තම බිලියන 1•9 කට ආසන්න ජනතාවක් සිටිනවා. ඒ කියන්නේ ලෝක ජනගහනයෙන් 24% කට වැඩිය සිටින්නේ දකුණු ආසියාවේ. මේ බිලියන 1•9 යෙන්  51% ක් සිටින්නේ පිරිමින්ය. මෙවර ටෝකියෝ ඔලිම්පික් උළෙලේ පිරිමි 100m සඳහා මුළු දකුණු ආසියාවෙන්ම සුදුසුකම් ලබා ඇත්තේ එක් අයකු පමණි "" https://t.co/LCwpvQLyxw",7/25/2021 6:39,92,2481,
,,,,,,
251,1.42E+18,"ජිම්නාස්ටික් ශූරි මිල්කා ද සිල්වා ටෝකියෝ ඔලිම්පික් කාන්තා රිද්මයානුකූල ජිම්නාස්ටික් මුලික වටයේ
තරගයෙන් ප්‍රසාද ලකුණු 45,798 ක් ලබා ගනිමින් ස්ථාන හිමිවූ 30 දෙනාගෙන්  28 ස්ථානය ලෙස තරඟය නිම කර තිබේ. 

මෙම වටයෙන් මුල් ස්ථාන 3 ම රුසියානු ක්‍රීඩිකාවන් දිනාගත්… https://t.co/luJYEKTDyu",7/25/2021 6:21,3,6740,
,,,,,,
252,1.42E+18,මේ පාර ඔලිම්පික් වල පළවෙනි තැන ගන්නෙ ඇමෙරිකාව ද ? අපිද ?,7/25/2021 5:54,0,629,
,,,,,,
253,1.42E+18,"ඇමරිකාව සිය ප්‍රථම ටෝකියෝ ඔලිම්පික් පදක්කම දිනා ගනී

Read more : https://t.co/7iB4ERdmBw

Telegram :  https://t.co/wRzIGLY76M

WhatsApp :  https://t.co/8wBlf8SQVI

#SerendibPuwath #News #lka  #olympics #America https://t.co/MJuzTIjWeJ",7/25/2021 5:16,0,17,
,,,,,,
254,1.42E+18,"ටෝකියෝ ඔලිම්පික් උළෙල සඳහා ශ්‍රී ලංකාව නියෝජනය කරන ජිම්නාස්ටික් ක්‍රීඩිකා මිල්කා ගෙහානි ද සිල්වා සිය  රිද්මයානුකූල ජිම්නාස්ටික් හි තෝරාගැනීමේ වටයේ දෙවැනි අදියර යටතේ සම්පූර්ණ ලකුණු 45.798 ලබා සිටියි.

#SerendiPuwath #News #Olympics https://t.co/xFBFtamD5n",7/25/2021 5:05,0,17,
,,,,,,
255,1.42E+18,"ටෝකියෝ ඔලිම්පික් උළෙලේ පළමු රන් පදක්කම චීනයට 

#lka #World #Olympics2021 #OlympicGames #YangQian #10_metre_rifle_competition #TokyoOlympics2021 #China #Russia https://t.co/9Z7sNPjzQ9",7/25/2021 4:50,1,14873,
,,,,,,
256,1.42E+18,ටෝකියෝ ඔලිම්පික් උළෙලේ පළමු රන් පදක්කම චීනයට https://t.co/S7q9zbdFza,7/25/2021 4:44,1,14873,
,,,,,,
257,1.42E+18,"රුසියාව ප්‍රථම ටෝකියෝ ඔලිම්පික් රන් පදක්කම වාර්තා කරයි

Read more : https://t.co/EG443izeBS

Telegram :  https://t.co/wRzIGLY76M

WhatsApp :  https://t.co/8wBlf8SQVI

#SerendibPuwath #News #lka #Olympic #Russia https://t.co/01Te0jXy3f",7/25/2021 4:40,0,17,
,,,,,,
258,1.42E+18,"Misleading Alert🚨
ඔලිම්පික් ක්‍රීඩකයින්ට ලිංගික කටයුතු වැළැක්වීමට විශේෂ කාඩ්බෝඩ් ඇඳන් එක් පුද්ගලයෙකුගේ පමණක් බර දරා ගැනීමට හැකි පරිදි ලබාදී ඇති බවට හුවමාරු වන සටහන් අසත්‍යයි.
Fact Checked🔎
https://t.co/nA5orfuKwO #LKA #SriLanka #Factcheck #Factchecking #Olympics #Tokyo2020",7/25/2021 4:08,3,2501,
,,,,,,
259,1.42E+18,"ඔලිම්පික් ඉලක්කයට වෙඩි තැබීමේ ඉවෙන්ට් එකට අපේ ස්නයිපර්ස්ලව යවන්න බෑද🤷

මෙඩ්ල්ස් ගෙනෙයිනෙ හෝ ගාල

දන්නෙ නැති නිසා #අහන්නෙ",7/25/2021 4:00,16,954,
,,,,,,
260,1.42E+18,"ටෝකියෝ ඔලිම්පික් උළෙලට බැඩ්මින්ටන් පිරිමි කේවල ඉසව්වෙන් සහභාගි වන නිලූක කරුණාරත්න ඊයේ (24) චීන තායිපේ ක්‍රීඩක ට්සූ වේ වැන්ග් හමුවේ වට 2-0 ක් ලෙස පරාජයට පත් වී තිබෙනවා.

මූලික ව⁣ටයේ එෆ් කාණ්ඩයෙන් තරග වදින නිලූක අද (25) අයර්ලන්තයේ නාත් ග්යෙන් සමගින් තරග

https://t.co/AGP1z3Y7AL https://t.co/ukAv1z4lEQ",7/25/2021 3:49,0,105,
,,,,,,
261,1.42E+18,@MaheshNegombo මෙහෙම පුලුවන් කියලා කලින් දන්නව නම් හෑන්ඩ්බෝල් ටීම් එකක් හදන් ඔලිම්පික් වලට එනවා,7/25/2021 2:34,1,11818,
,,,,,,
262,1.42E+18,"නිලූක කරුණාරත්නට පළමු තරගයේදී පරාජයක්

ටෝකියෝ ඔලිම්පික් උළෙලට බැඩ්මින්ටන් පිරිමි කේවල ඉසව්වෙන් සහභාගි වන නිලූක කරුණාරත්න ඊයේ (24) චීන තායිපේ ක්‍රීඩක ට්සූ වේ වැන්ග් හමුවේ වට 2-0 ක් ලෙස පරාජයට පත් වී තිබෙනවා. https://t.co/kMeBSU0fWK",7/25/2021 2:26,2,9,
,,,,,,
263,1.42E+18,ජපාන අධිරාජ්‍යාගේ ප්‍රධානත්වයෙන් ඔලිම්පික් උළෙල ඇරඹේ (PHOTOS) https://t.co/qHOl2sLFTG https://t.co/spwK5wVyi8,7/25/2021 2:15,0,12,
,,,,,,
264,1.42E+18,ඔලිම්පික් රැය වර්ණවත් කළ ඩ්‍රෝන ලෝකය! https://t.co/evSTaI2W19 https://t.co/jS7U965ASR,7/25/2021 2:15,0,12,
,,,,,,
265,1.42E+18,ඉස්සර ඔලිම්පික්.. ක්‍රිකට් කියන්නේ උඩ දාගෙන බලන වැඩසටහන්.. දැන් ඒවයේ වෙන්නේ මොන්ද කියලාවත් දන්නෑ මං..,7/25/2021 2:13,10,2745,
,,,,,,
266,1.42E+18,@RajapaksaNamal ඔයා කොරන්ටයින් ඉවරද ස'? නැත්නම් ඩිප්ලොමැටික් නිසා ඕනේ නැද්ද? පයි ස' ගහපු අයට ඕනේ නැද්ද කොරන්?,7/25/2021 1:21,1,69,
,,,,,,
