,ID,FULL TEXT,CREATED AT,LABEL
139,1.41E+18,"විශ්ව විද්‍යාල ආචාර්යවරයෙක් ලෙස විද්‍යාර්ථීන්ට දැනුම බෙදාදීමෙන් නොනැවතී පුරවැසියන් දේශපාලන දැනුමෙන් සන්නද්ධ කිරීමට ඔබ අපමන වෙහෙසක් ගත්තේය.
අපෙන් සමුගෙන යන ආචාර්ය ටෙරන්ස් පුරසිංහ මැතිතුමනි, ඔබට නිවන් සුව !!! https://t.co/YG6TM0GuHJ",7/6/2021 16:15,Other
,,,,
140,1.41E+18,@shanki_thewitch මම මම් ක්‍රිකට් සභාපතිකමට අර්ජුන එනවට කැමති නෑ. මම කැමති රොශාන් මහානාම වගේ කිසිම දේශපාලන ස,7/6/2021 16:13,Sport
,,,,
141,1.41E+18,"අපේ #srilanka රටේ #srilanka @airforcelk @srilanka_navy @Sri_Lanka_Army ත්‍රිවිධ හමුදාව කියන්නේ ( 88-89 @officialunp කාලයේ හිටපු කොළ කොටි, කහා බළල්ලු එකී නොකී @RW_UNP දේශපාලන මැරයෝ නොවෙයි ) බටහිර ජාතිකයෝ ලෝකයට පෙන්වන්න හදන පැතිකඩ ඇති පණක් නැති ආයුධයක් අතට ගත්තු නුගත් https://t.co/MDJBglSlIa",7/6/2021 15:24,Other
,,,,
142,1.41E+18,ශ්‍රී ජයවර්ධනපුර විශ්ව විද්‍යාලයේ දේශපාලන විද්‍යාව පිළිබඳ මහාචාර්ය ටෙරන්ස් පුරසිංහ මහතා අද අභාවප්‍රාප්ත වී ඇත.,7/6/2021 15:12,Other
,,,,
143,1.41E+18,"PCR පරික්ෂණ ප්‍රමාණය අවම විමේ ප්‍රතිඵලයක් ලෙස දිනෙන් දින අඩු වන කෝවිඩ් ආසාදිතයන්ගේ සංඛ්‍යාව උලුප්පා දක්වා, රටේ කෝවිඩ් තත්වය පාලනය කලාය යන්න දේශපාලකයෙකු ප්‍රකාශ කරමින් රටේ ජනතාව මුලා කරන්නේ නම්, ඒ දේශපාලන වාසි ලබාගැනිමට සහ තමන්ගේ නොහැකියාව වසාගැනිමට ගන්නා උපක්‍රමයක් බව පැහැදිලිය.",7/6/2021 14:29,Other
,,,,
144,1.41E+18,ශ්‍රී ජයවර්ධන පුර විශ්ව විද්‍යාලේ දේශපාලන විද්‍යා අධ්‍යන අංශයේ මහාචාර්ය ටෙරන්ස් පුරසිංහ මහතා මීට සුළු මොහොතකට පෙර අභාවප්‍රාප්ත වී ඇත.,7/6/2021 14:00,Other
,,,,
145,1.41E+18,"කොරෝනා හමුවේ පාසල් අධ්‍යාපනය කොයිබට ද? 
දවස | Dawasa|06/07/2021 - කාලීන දේශපාලන වැඩසටහන

https://t.co/BpdEJJHgxr",7/6/2021 13:13,Entertainment
,,,,
146,1.41E+18,@IamKeshara දේශපාලන මඩ ගොහොරුවේ බැස්සොත් ඉතිං ගා ගන්න මඩ හෝදනව බොරු,7/6/2021 12:43,Other
,,,,
147,1.41E+18,@Bandula07160007 @KirbyslA @blackaustralian @DjE6sRhJXFJIrCR @H_S_KandyHamu @ShayamikaM @duplicatesiri @KMeeeaaow @Cats1st_ @Udayawickramar1 @mdpiyananda @pdsiriwardana @deshanlasitha7 @uruzikal @UdanaNadun @ceylonincolor @DulithK @Wasanth53468261 @Chabie,7/6/2021 11:29,Politics
,,,,
148,1.41E+18,මහා වීරයන් හිස් පඹයන් බවට හෝ හිස් පඹයන් මහා වීරයන් බවට පරිවර්තනය කිරීමට අවශ්‍ය වන්නේ එක් දේශපාලන වේදිකාවක් ජයගැනීම පමණි...,7/6/2021 9:59,Other
,,,,
149,1.41E+18,"""දේශපාලන අර්බුදය"", රාජපක්ෂ වරුන් හා ශ්‍රී ලංකාවේ අනාගතය https://t.co/hkkkBV6vs8",7/6/2021 8:50,Entertainment
,,,,
150,1.41E+18,"@iamharshana1 වෘත්තිය සමිති නැත්නම් ,කම්කරු 
වන්ගේ ශ්‍රමය පාලකයින් විසින් සුරා 
කන්න බලනවා.විශේෂයෙන්ම ප?",7/6/2021 4:30,Politics
,,,,
0,1.42E+18,"තවත් අතීත මතකයක්.. 😃😃✌
වසර 35 කට පෙර එළිමහන් සංගීත ප්‍රසංගයක් සම්බන්ධ පෝස්ටරයක්. https://t.co/PHl1HQBVYm",7/14/2021 1:35,Entertainment
,,,,
1,1.41E+18,දින තුන හතරේ දානෙ නැතිව ඉඳලා තියෙනවා.මම ඒදවස් වල Sunflower සංගීත කණ්ඩායම... https://t.co/XeeMEORYjg via @YouTube,7/12/2021 14:27,Entertainment
,,,,
2,1.41E+18,"@daughterislife 100%ක්ම, නමුත් අපේ වගේ සාහිත්‍ය  චිත්‍රපට සංගීත වේදිකා නාට්‍ය කලාවේන් අන්ද ඌ සමාජයක ආදරය ප්‍ර",7/11/2021 15:48,Entertainment
,,,,
3,1.41E+18,"Vikram සිනමාපටයේ පළමු පූර්ව ප්‍රචාරක පෝස්ටරය මීට සුලු මොහොතකට පෙර අන්තර්ජාලයට නිකුත් කළා.

Lokesh Kanagaraj අධ්‍යක්ශණය කරන මෙම සිනමාපටයට Kamal Hasan, Fahadh Fasil සහ Vijay Sethupathi රංගනයෙන් එක්වී සිටී. සංගීත අධ්‍යක්ෂණය Anirudh විසිනි!

#Cinemalk #kamalahassan #FaFa #vikram #VJS https://t.co/7sslJry1DQ",7/10/2021 11:48,Entertainment
,,,,
4,1.41E+18,"'Kim Tae-hyung' සහ 'Park Hyung-sik',  'Peakboy' ගේ සංගීත වීඩියෝව සඳහා සහභාගි වන බව කොරියානු මාධ්‍ය වාර්තා කරයි!  BTS හෝ ඔවු⁣න්ගේ ආයතනය මඟින් නොවන සංගීත වීඩියෝවක 'V' පෙනී සිටින පළමු අවස්ථාව මෙය වේ 🌟

#Blackswansrilanka
🖤🦢🇱🇰 https://t.co/7Ow7WBXwGS",7/8/2021 9:02,Entertainment
,,,,
5,1.41E+18,@vithanagedanu @ItsMeKande සංගීත පුටු තරගේ 😕,7/8/2021 6:31,Other
,,,,
6,1.41E+18,"පිනවන්ට සවන් ඇසුවන්ගේ සොඳින් සංගීත සිංහලද්වීපේ
මා වාගෙ උගත් මේ කාලෙ අයෙක් නැත ඊට දුර්ජනා කෝපේ
මහ මෝඩකමක් තව ඇද්ද රටේ මා ‍එක්ක අනේ ඇය් කෝපේ
ඇන්නෑ ඊර්ෂ්‍යා// මුන්ගේ මෝඩකම් පේනා//
#ඇහනෙසිංදු (නූර්තිගී)",7/7/2021 6:44,Entertainment
0,1.4163E+18,[ සන්ධ්‍යාගේ මතකය! ] ‘සත්‍ය’ සහ ‘යුක්තිය’ වෙනුවෙන් LAST WORDS #lka සිය ආදරණීයයන් බලහත්කාරි අතුරුදහන් කිරීමට ලක් වූ මිනිසුන්ට ඇති වේදනාව අපිරිමිතයි. ඔවුන් සෑම දිනකම හුස්ම ගන්නේ තම ආදරණීයයා කොහේද කෙසේ සිටිනවාදැයි තැවෙමින්..... https://t.co/55RFHDlWfu https://t.co/oLoJw2mVbR https://t.co/MOLlNlwN0m,7/17/2021 7:34,Other
,,,,
1,1.41624E+18,"@tami_wijemanna July 02 ලෝක හදුනාගත පියාසර වස්තූන් දිනය
July 07ලෝක චොකලට් දිනය
July 11ලෝක ජනගහන දිනය
July 15 ලෝක යොවුන් හැක?",7/17/2021 3:30,Entertainment
,,,,
2,1.41623E+18,"ජාත්‍යන්තර යුක්තිය සඳහා වන ලෝක දිනය සෑම වසරකම ජූලි 17 වන දින සමරනු ලබන්නේ ජාත්‍යන්තර යුක්තිය ශක්තිමත් කිරීමේ ක්‍රමය හඳුනා ගැනීම සහ වින්දිතයින්ගේ අයිතිවාසිකම් ප්‍රවර්ධනය කිරීම සඳහා ය. ජාත්‍යන්තර අපරාධ යුක්තියේ දිනය ලෙසද මෙය හැදින්වේ෴. 

#27june #2021 #criminaljusticeday https://t.co/EFzpmwYU9q",7/17/2021 2:45,Entertainment
,,,,
3,1.41587E+18,"මේ කියන ආචාර්ය මහාචාර්යවරුන් දැන් මේ කතා  කරන්නෙ අධිකරණයෙ විභාග වෙන නඩුවක් ගැන? උසාවියෙන් ඇප නොදී ඉන්න ත්‍රස්තවාදී චෝදනා තියෙන දෙන්නෙක් ගැන.

මේ උවමනාවම පාස්කු ප්‍රහාරයේ වින්දිතයන්ට යුක්තිය ඉටු කරන්න තිබ්බා නම්... https://t.co/QdH2fdMKsk",7/16/2021 2:48,Other
,,,,
4,1.41553E+18,"වැදගත් කාරණා සහා පෙහෙලිකා 

කෝ පිලිතුරු ? 

මේ නැති වු ජිවිත සදහා යුක්තිය ගෙන එමට පොරොන්දු වු විරුවානනි,මන්ද ඔබ නිහඩ ? 

https://t.co/5ZzIE4sCJE",7/15/2021 4:46,Politics
,,,,
5,1.41529E+18,පාස්කු ප්‍රහාරයට යුක්තිය ඉටු වෙල නැද්ද..අඩේ මම හිතුවෙ දැන් ඒ සේරම ඉවර කරලා තමා මේ රට හදන ගමන යන්නෙ කියලා ශී ශී වැඩේ කැතයි ස' https://t.co/lXoJomQ2Ki,7/14/2021 12:52,Politics
,,,,
6,1.41529E+18,@CharukaLive පාස්කු ප්‍රහාරයට යුක්තිය ඉටු වෙල නැද්ද..අඩේ මම හිතුවෙ දැන් ඒ සේරම ඉවර කරලා තමා මේ රට හදන ගමන ය,7/14/2021 12:52,Politics
,,,,
7,1.41496E+18,යුක්තිය ඉටුකිරීම කඩිනම් කරන ලෙස ඉල්ලා ජනපතිට පිටු 19 ක  ලිපියක් Published On Negombo Today - https://t.co/eNTXfIRK32 https://t.co/YP7gpQ4M2I,7/13/2021 14:52,Other
,,,,
8,1.41494E+18,"පාස්කු ප්‍රහාරය - යුක්තිය ඉටුකිරීම කඩිනම් කරන ලෙස ඉල්ලා ජනපතිට ලිපියක්

පාස්කු ප්‍රහාරය පිළිබඳ ජාතික කතෝලික ප්‍රකාශක කමිටුව පිටු 19කින් සමන්විත ලිපියක් අද (13) ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා වෙත...
#adaderanasinhala #lka #srilanka #slnews

වැඩි විස්තර - https://t.co/omEsWf2ao5 https://t.co/mxoEc0J59J",7/13/2021 13:27,Politics
,,,,
9,1.41427E+18,"1/3

කෙනෙක් තවත් කෙනෙක්ව මරන්න පෙළඹෙන්නෙ එක්කො,
— පළිගැනීමක් හෝ දඬුවමක් ලෙස තමන් හරියි කියලා හිතන යුක්තිය සහ සාධාරණත්වය ඉෂ්ඨ කරන්න, එහෙමත් නැත්නම්,
— තමාට අනාගතයේදී ඒ කෙනාගෙන් එල්ල විය හැකි තර්ජනයකින් බේරෙන්න පෙර සූදානමක් ලෙස...

#WhatToKill #Anger #Fear #LifeLessons #LettingGo",7/11/2021 17:09,Other
,,,,
10,1.41424E+18,තිදරු මව සහේට ගෙන දියණියන් දෙදෙනෙකු අපයෝජනය කරලා. – වසර 25කට පසු යුක්තිය ඉෂ්ඨ වේ. ළමා නිවාසයේ සිටි එක් දැරියක් දැන් නීතිඥවරියක්. https://t.co/xWuMnSXWSS,7/11/2021 15:17,Crime
,,,,
11,1.41424E+18,තිදරු මව සහේට ගෙන දියණියන් දෙදෙනෙකු අපයෝජනය කරලා. – වසර 25කට පසු යුක්තිය ඉෂ්ඨ වේ. ළමා නිවාසයේ සිටි එක් දැරියක් දැන් නීතිඥවරියක්. https://t.co/flLtF19SIq,7/11/2021 15:17,Crime
,,,,
12,1.41423E+18,"තිදරු මව සහේට ගෙන දියණියන් දෙදෙනෙකු අපයෝජනය කරලා. – වසර 25කට පසු යුක්තිය ඉෂ්ඨ වේ. ළමා නිවාසයේ සිටි එක් දැරියක් දැන් නීතිඥවරියක්. 
READ MORE: https://t.co/odLMrEqoLx",7/11/2021 14:45,Crime
,,,,
0,1.41602E+18,සෞඛ්‍ය මාර්ගෝපදේශයන්ට අනුව ඔට්ටු ඇල්ලීමේ ස්ථාන විවෘත කිරීමට හා ශාලාවන් තුළ සංගීත සංදර්ශන සඳහා අවසර https://t.co/x8rPhjxjZO,7/16/2021 13:10,Other
,,,,
1,1.41602E+18,"සංගීත ian යාගේ දොස් පැවරීමේ ආහාරය පැහැදිලිව විස්තර කර ඇති අතර එය ඔහුට ගැලපේ.
හරි, ගිම්හාන කෑගැසීම් මගේ කන්වල පාට පාට පතුලේ සිට චලනය වීමට පටන් ගත්තේ එලෙසිනි. .. ..
එය පැවසීමෙන්, ධාවනය කිරීමෙන් පසු එය අසම්පූර්ණ විය ...",7/16/2021 12:49,Entertainment
,,,,
2,1.41595E+18,දැන් ඔක්කොම ඉවරයි කියලා හිතලා අපි විනෝද වෙමු සංගීත සංදර්ශනයක් එහෙම දාලා.. 🕺🏻,7/16/2021 8:12,Other
,,,,
3,1.41593E+18,"සංචරණ සීමා ලිහිල් කිරමින් නව සෞඛ්‍ය මාර්ගෝපදේශ මාලාවක් සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල්වරයා
විසින් නිකුත් කර තිබේ.

ශාලාවේ ධාරිතාවෙන් 50% ක අසුන් සඳහා සීමාවන්ට යටත්ව අද දිනයේ ක්‍රියාත්මක වන පරිදි
ශාලාවන් තුළ සංගීත සංදර්ශන පැවැත්වීමට අවසර ලබාදී තිබේ.

කෙසේ නමු… https://t.co/Zq9ddJ5SrE",7/16/2021 7:08,Entertainment
,,,,
4,1.41592E+18,"අද දිනයේ ක්‍රියාත්මක වන පරිදි ශාලාවන් තුළ සංගීත සංදර්ශන පැවැත්වීමට අවසර ලබාදී තිබෙනවා. ඒ ශාලාවේ ධාරිතාවෙන් 50% ක අසුන් සඳහා සීමාවන්ට යටත්වයි.

කෙසේ නමුත් එළිමහන් සැණකෙළි සංදර්ශන පැවැත්වීමට මේ වන තෙක් අවසර ලබාදී නොමැති බවයි සෞඛ්‍ය සේවා අධ්‍යක්ෂ

https://t.co/3vO6NLlvTk https://t.co/UnJjZC9ysH",7/16/2021 6:07,Entertainment
,,,,
5,1.41591E+18,"නව සෞඛ්‍ය මාර්ගෝපදේශ:
- ගෘහස්ථ සංගීත සංදර්ශන සඳහා පමණක් අවසර (ශාලා අසුන් ධාරිතාවෙන් 50%; එළිමහන් සඳහා අවසර නැත)
- නවාතැන් ස්ථාන හා බෝඩින් නිවාස විවෘත කිරීමට අවසර
- ඔට්ටු ඇල්ලීමේ ස්ථාන විවෘත කිරීමටත් අවසර
- සත්ව උද්‍යාන (25%) හා වනජීවි උද්‍යාන විවෘත කිරීමට අවසර
#COVID19SL #LKA #SL https://t.co/Cjw865edxN",7/16/2021 5:36,Entertainment
,,,,
6,1.41591E+18,තවත් ක්ෂේත්‍ර රැසක සීමා ලිහිල් කෙරේ - ගෘහස්ථ සංගීත සංදර්ශන සඳහා අවස්ථාව - Read More &gt;&gt;&gt; https://t.co/xfipWIqjlo #LKA #SriLanka https://t.co/tqf9Dabes1,7/16/2021 5:28,Entertainment
,,,,
7,1.4159E+18,"සීමාවන්ට යටත්ව සංගීත සංදර්ශන සඳහා අවසර

#adaderanasinhala #lka #slnews #srilanka #covid19

වැඩි විස්තර - https://t.co/ur0WqOW3vY https://t.co/dxx2IBvUfX",7/16/2021 5:13,Entertainment
,,,,
8,1.41589E+18,ගෘහස්ථ සංගීත සංදර්ශන ඇතුළු කිහිපයකට අද සිට අවසර https://t.co/m09mw17uC5,7/16/2021 4:43,Entertainment
,,,,
13,1.41512E+18,"තවත් අතීත මතකයක්.. 😃😃✌
වසර 35 කට පෙර එළිමහන් සංගීත ප්‍රසංගයක් සම්බන්ධ පෝස්ටරයක්. https://t.co/PHl1HQBVYm",7/14/2021 1:35,Entertainment
,,,,
14,1.41459E+18,දින තුන හතරේ දානෙ නැතිව ඉඳලා තියෙනවා.මම ඒදවස් වල Sunflower සංගීත කණ්ඩායම... https://t.co/XeeMEORYjg via @YouTube,7/12/2021 14:27,Entertainment
,,,,
15,1.41425E+18,"@daughterislife 100%ක්ම, නමුත් අපේ වගේ සාහිත්‍ය  චිත්‍රපට සංගීත වේදිකා නාට්‍ය කලාවේන් අන්ද ඌ සමාජයක ආදරය ප්‍ර",7/11/2021 15:48,Entertainment
,,,,
16,1.41383E+18,"Vikram සිනමාපටයේ පළමු පූර්ව ප්‍රචාරක පෝස්ටරය මීට සුලු මොහොතකට පෙර අන්තර්ජාලයට නිකුත් කළා.

Lokesh Kanagaraj අධ්‍යක්ශණය කරන මෙම සිනමාපටයට Kamal Hasan, Fahadh Fasil සහ Vijay Sethupathi රංගනයෙන් එක්වී සිටී. සංගීත අධ්‍යක්ෂණය Anirudh විසිනි!

#Cinemalk #kamalahassan #FaFa #vikram #VJS https://t.co/7sslJry1DQ",7/10/2021 11:48,Entertainment
,,,,
0,1.41627E+18,"කොවිඩ් මර්දනයට එන්නත්කරණය ඇතුළුව රජය ගෙනයන වැඩපිළිවෙළ සහ කොතලාවල ආරක්ෂක විශ්වවිද්‍යාල පනත සම්බන්ධයෙන් ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමා මහා සංඝරත්නය දැනුවත් කළේය.
 
ජනවාරි මස 28 වන දින ඇස්ට්‍රාසෙනිකා පළමු එන්නත් තොගය ලැබීමේ සිට මේ දක්වා ලද සියලුම එන්නත් ල… https://t.co/PCVDwa1CVa",7/17/2021 5:47,Politics
,,,,
1,1.41606E+18,"#GotabayaRajapaksha Art
#Srilanka_President

ජනාධිපති ගෝඨාභය රාජපක්ශ මහතා https://t.co/BMS1zwZFR0",7/16/2021 15:25,Politics
,,,,
2,1.41603E+18,"රෝගාබාධයන්ට ලක්ව, නිවෙස්වලින් බැහැරවිය නොහැකි අය වෙනුවෙන් ජංගම එන්නත්කරණ සේවාවක් කඩිනමින් ආරම්භ කරන ලෙස ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමා නිලධාරීන්ට උපදෙස් දෙයි https://t.co/A0YYwhBHp8",7/16/2021 13:37,Politics
,,,,
3,1.41599E+18,"ජංගම එන්නත්කරණ සේවාවක් අවශ්‍යයි - ජනපති

කොවිඩ් මර්දන එන්නත්කරණය සඳහා ජංගම එන්නත්කරණ සේවාවක් කඩිනමින් ආරම්භ කරන ලෙස ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා සෞඛ්‍ය නිලධාරීන්ට උපදෙස් දී තිබේ.
#adaderanasinhala #lka #srilanka  #covid19

වැඩි විස්තර - https://t.co/fx5Eo1ed1v https://t.co/kyDIHjOeNY",7/16/2021 10:55,Politics
,,,,
4,1.41598E+18,"ආණ්ඩුවේ මර්දනයට එරෙහි වෘත්තිය සමිති සහ බහු ජන සංවිධාන එකමුතුව විසින් දියත් කළ විරෝධතාවය අසලින් ජනාධිපති ගෝඨාභය රාජපක්ෂ ගමන් කළ අයුරු 
#lka #COVID19 #Protests #tradeunion https://t.co/XvGRuOjcbp",7/16/2021 10:28,Politics
,,,,
5,1.41595E+18,"සමහර අයට තරහ යන, ගෝඨාභය ජනාධිපතිතුමාගේ වචන පෙළක්,

""ශවේන්ද්‍ර , මේ වැඩේ පොඩ්ඩක් බලන්න""

මේ ටික කිව්වම සමහරක් ගෙ කටින් ලෝකෙ නැති කුනුහරප එලියට එනව.  ඒ ඇයි...🤔🤔🤔",7/16/2021 8:42,Politics
,,,,
6,1.41587E+18,"අධ්‍යාපන ප්‍රතිසංස්කරණවලට එරෙහිව උද්ඝෝෂණවල නිරතවන්නන් සිදු කළ යුත්තේ වර්තමානයට ගැළපෙන අධ්‍යාපන ක්‍රමවේදයක් ඉදිරිපත් කිරීම මිස දේශපාලන අභිමතාර්ථ වෙනුවෙන් පෙනී සිටීම නො වන බව ජනාධිපති ‌ගෝඨාභය රාජපක්ෂ මහතා පවසයි.  #Gotabaya #gotabayarajapaksa #SriLanka

https://t.co/IMLpwebtj0 https://t.co/Qw7FFRLeTA",7/16/2021 2:54,Politics
,,,,
7,1.41571E+18,"අධ්‍යාපන ප්‍රතිසංස්කරණවලට එරෙහිව උද්ඝෝෂණවල නිරතවන්නන් සිදු කළ යුත්තේ වර්තමානයට ගැළපෙන අධ්‍යාපන ක්‍රමවේදයක් ඉදිරිපත් කිරීම මිස දේශපාලන අභිමතාර්ථ වෙනුවෙන් පෙනී සිටීම නො වන බව ජනාධිපති ‌ගෝඨාභය රාජපක්ෂ මහතා පවසයි.  #Gotabaya #gotabayarajapaksa #SriLanka

https://t.co/IMLpwebtj0 https://t.co/aqWKdywLRF",7/15/2021 16:14,Politics
,,,,
8,1.41536E+18,"@KamilaWDias @Neetwit ගෝඨාභය රාජපක්ෂ වගේ නායකයෙක් රටේ ජනාධිපති වෙලා හිටියනම් අද රවීලා අස්සෙ,මහ බැංකු මංකොල්ල?",7/14/2021 17:20,Politics
,,,,
9,1.41535E+18,"ජනාධිපති නීතීඥ සංජීව ජයවර්ධන ශ්‍රී ලංකා මහ බැංකුවේ මුදල් මණ්ඩලයට යළිත්: පාර්ලිමේන්තු සභාවේ ද අනුමැතිය ඇතිව, අතිගරු ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා විසින් ජනාධිපති නීතීඥ, සංජීව ජයවර්ධන මහතා 2027 ජූනි 6 වන දා තෙක්, වසර 6ක නව ධුර කාලයක් සඳහා ශ්‍රී ලංකා මහ… https://t.co/hXXUt7ZKv8 https://t.co/qzjiTpmvpG",7/14/2021 16:49,Politics
,,,,
10,1.41535E+18,"උද්ඝෝෂණ නෑ...
වර්ජන නෑ...
පාගා ගැහිලි නෑ...
අමතර දීමනා ඉල්ලීම් නෑ...
හමුදාව වැඩේ හරියට කරන බව දන්නා නිසා තමයි 
ගෝඨාභය ජනාධිපතිතුමා හමුදාවට මේ වැඩේ කරන්න කියලා 
උපදෙස් දුන්නේ...@GotabayaR @SilvaShavendra @PresRajapaksa https://t.co/zRJSvRz6D3",7/14/2021 16:30,Politics
,,,,
11,1.41532E+18,ගෝඨාභය ජනාධිපති වු දවසේ ඉදන් එතුමා කරපු කිසිම වැඩක් මට එතරම්ම පැහැදීම ඇති වුනෙ නැහැ. නමුත් වස විසෙන් තොර කාබනික ගොවිතැන සහ නිරෝගීමත් රටක් ඇති කිරීමට ගෙන ඇති වැඩපිළිවෙළ මා අගය කරමි. මිනිසුන්ට වසවිස කවන්න විපක්ෂය මොන උද්ඝෝෂණ කරත් ජනාධිපතිතුමාට මෙය සාර්ථක කර ගැනීමට මා ආශිර්වාද කරමි. https://t.co/oiIyOfKGj4,7/14/2021 14:52,Politics
,,,,
12,1.41532E+18,"පුදුම වෙන්න ඕනි අනුර කුමාර දිසානායක වැක්සින් එක අරං ඒකෙ ඡායාරූපය සමාජ මාධ්‍යයට දාපු එකට නෙවෙයි...

ගෝඨාභය , මහින්ද ලා එහෙම ඡායාරූපයක් නොදාපු එකට !

හිතනවද ඒ ඇත්තො ඔය එන්නත මේ වෙනකන් අරගෙන නෑ කියලා ?",7/14/2021 14:24,Politics
,,,,
13,1.4153E+18,"ජනාධිපති නීතිඥවරු 7ක්

ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා විසින් නීතිපති දෙපාර්තමේන්තුවේ අතිරේක සොලිසිටර් ජනරාල්වරුන් 07 දෙනෙකු ජනාධිපති නීතිඥවරුන් ලෙස පත්කර තිබේ.
#adaderanasinhala #lka #slnews #srilanka 

වැඩි විස්තර - https://t.co/iPaOrwTYqK https://t.co/TxWo4FrDoR",7/14/2021 13:04,Politics
,,,,
14,1.41528E+18,"ජනාධිපති ගෝඨාභය රාජපක්ෂ අතිරේක සොලිසිටර් ජෙනරාල්වරුන් 7 දෙනෙකුට දුන්න පත්වීම්
https://t.co/7Vl5PHBqD2",7/14/2021 12:04,Politics
,,,,
15,1.41526E+18,"ජනපති සහ ශ්‍රී ලංකා ක්‍රිකට් නිලධාරීන් අතර හමුව කල්යයි

ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා සහ මෙරට ක්‍රිකට් බලධාරීන් අතර අද (14) පැවැත්වීමට නියමිතව තිබූ සාකච්ඡාව කල්දමා ඇති බව වාර්තා වේ.
#adaderanasinhala #lka #slnews

වැඩි විස්තර - https://t.co/8bwriGSIUw https://t.co/ajJxAyzH3S",7/14/2021 10:30,Sport
,,,,
16,1.41522E+18,ගෝඨාභය ආගමනය සහ අසාර්ථකවීම පිටුපස නිර්ප්‍රභූන් - ආචාර්ය ප්‍රදීප් වීරසිංහ  https://t.co/I6NAsXSy0V,7/14/2021 8:08,Politics
,,,,
17,1.41521E+18,"ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා අද ශ්‍රී ලංකා ක්‍රිකට් ප්‍රධානීන් හමුවීමට නියමිතය.

මෙම සාකච්ඡාවට ක්‍රිකට් කමිටුවේ සහභාගිත්වය ලැබෙන බවද ක්‍රීඩා අමාත්‍ය නාමල් රාජපක්ෂ මහතා පැවසීය.

පාසල් මට්ටමේ සිට ජාතික මට්ටම දක්වා ක්‍රිකට් ක්‍රීඩාව දියුණු කිරීම සඳහා වන

https://t.co/8TbgNWllM0 https://t.co/GyFASkSRmA",7/14/2021 7:04,Sport
,,,,
18,1.41498E+18,"විකෘති ප්‍රවෘත්ති පලකරමින් සිටී.

ෆැක්ට් ක්‍රෙසෙන්ඩෝ යනු පොදු ජන පෙරමුණේ හෙංචයියෙකුද ගෝඨාභය ජනාධිපතිවීමට පෙර ඔහුගේ මාධ්‍ය ප්‍රකාශකයා ලෙස ක්‍රියා කළ මිලින්ද රාජපක්ෂ විසින් මෙහෙයවනු ලබන්නකි. 

ෆැක්ට් චෙක් කිරීම හෙවත් ‘තොරතුරු වල නිරවද්‍යතාව‘ සොයා බැලීම කරන්නේ නම්",7/13/2021 15:49,Crime
,,,,
19,1.41495E+18,"ශ්‍රී ලංකා නිදහස් පක්ෂය හා ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා හමුවී සාකච්ඡා කිරීමෙන් පසු ශ්‍රී ලංකා පොදුජන පෙරමුණේ ජාතික සංවිධායක, මුදල් අමාත්‍ය බැසිල් රාජපක්‍ෂ මහතාව ද හමුවී සාකච්ඡා කිරීමට බලාපොරොත්තු වන බව නිදහස් පක්ෂයේ මහ ලේකම්, බතික්, අත්යන්ත්‍ර, රෙදි හා

https://t.co/odn22d7WDJ https://t.co/lna9pZb3vA",7/13/2021 14:23,Politics
,,,,
20,1.41464E+18,"කොළඹ කොටස් වෙළෙඳපොළ ඩිජිටල්කරණයේ දෙවන අදියර ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතාගේ ප්‍රධානත්වයෙන් ජනාධිපති කාර්යාලයේ දී ඉකුත් දා ආරම්භ කෙරිණ.

ශ්‍රී ලංකා සුරැකුම්පත් සහ විනිමය කොමිෂන් සභාව සහ කොළඹ කොටස් හුවමාරුව, ශ්‍රී ලංකාවේ ප්‍රාග්ධන වෙළෙඳපොළ ඩිජිටල්කරණය මේ

https://t.co/lGVh5Er9aP https://t.co/pWxV7ovYLT",7/12/2021 17:31,Politics
,,,,
21,1.41459E+18,"බොරැල්ලේ පිහිටි බන්ධනාගාර සංකීර්ණය ප්‍රතිස්ථාපිත කිරීමට යෝජිත හොරණ, මිල්ලෑව වතු යායට අයත් භූමිය 09 දා පස්වරුවේ ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමාගේ නිරීක්ෂණයට ලක් කෙරිණ. https://t.co/6PoXwIvnno",7/12/2021 14:21,Politics
,,,,
22,1.41458E+18,ගෝඨාභය  ජනපති කාලය අවසන්වෙනකොට   නැවත ඉල්ල ගන්නවලු කිව්වා...ඒ නිසා අවුලක් නැහැ..⁣ https://t.co/vntilf4Scg,7/12/2021 13:35,Politics
,,,,
