ID,User,CREATED_AT,LABEL,stemming_words
445,1.42E+18,7/14/2021 14:52,Politics,ගෝඨාභය ජනාධිපති වු දවසේ ඉදන් එතුමා කරපු කිසිම වැඩක් මට එතරම්ම පැහැදීම වුනෙ නැහැ වස විසෙන් තොර කාබනික ගොවිතැන නිරෝගීමත් රටක් කිරීමට ගෙන වැඩපිළිවෙළ මා අගය කරමි මිනිසුන් වසවිස කවන්න විපක්ෂය මොන උද්ඝෝෂණ කරත් ජනාධිපතිතුමාට මෙය සාර්ථක කර ගැනීමට මා ආශිර්වාද කරමි
447,1.42E+18,7/14/2021 14:24,Politics,පුදුම වෙන්න ඕනි අනුර කුමාර දිසානායක වැක්සින් එක අරං ඒකෙ ඡායාරූපය සමාජ මාධ්යයට දාපු එකට නෙවෙයි ගෝඨාභය මහින්ද ලා එහෙම ඡායාරූපයක් නොදාපු එකට හිතන ඇත්තො ඔය එන්නත වෙනකන් අරගෙන කියලා
449,1.42E+18,7/14/2021 13:04,Politics,ජනාධිපති නීතිඥවරු ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා නීතිපති දෙපාර්තමේන්තුවේ අතිරේක සොලිසිටර් ජනරාල්වරු දෙනෙකු ජනාධිපති නීතිඥවරු පත්කර තිබේ විස්තර
451,1.42E+18,7/14/2021 12:04,Politics,ජනාධිපති ගෝඨාභය රාජපක්ෂ අතිරේක සොලිසිටර් ජෙනරාල්වරුන් දෙනෙකුට දුන්න පත්වීම්
453,1.42E+18,7/14/2021 10:30,Sport,ජනපති ශ්රී ලංකා ක්රිකට් නිලධාරීන හමුව කල්යයි ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා මෙරට ක්රිකට් බලධාරී අද පැවැත්වී නියමිතව තිබූ සාකච්ඡාව කල්දමා වාර්තා වේ විස්තර
455,1.42E+18,7/14/2021 8:08,Politics,ගෝඨාභය ආගමන අසාර්ථකවී පිටුපස නිර්ප්රභූන් ආචාර් ප්රදීප වීරසිංහ
457,1.42E+18,7/14/2021 7:04,Sport,ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා අද ශ්රී ලංකා ක්රිකට් ප්රධානීන් හමුවී නියමිතය සාකච්ඡාවට ක්රිකට් කමිටුවේ සහභාගිත්ව ලැබෙන ක්රීඩා අමාත්ය නාමල් රාජපක්ෂ මහතා පැවසීය පාසල් මට්ටමේ ජාතික මට්ටම ක්රිකට් ක්රීඩාව දියුණු කිරීම
459,1.41E+18,7/13/2021 15:49,Crime,විකෘති ප්රවෘත්ති පලකරමින් සිටී ෆැක්ට් ක්රෙසෙන්ඩෝ යනු පොදු ජන පෙරමුණේ හෙංචයියෙකුද ගෝඨාභය ජනාධිපතිවීමට පෙර ඔහුගේ මාධ්ය ප්රකාශකය ක්රියා කළ මිලින්ද රාජපක්ෂ මෙහෙයවනු ලබන්නකි ෆැක්ට් චෙක් කිරීම තොරතුරු වල නිරවද්යතාව සොයා බැලීම කරන්නේ
461,1.41E+18,7/13/2021 14:23,Politics,ශ්රී ලංකා නිදහස් පක්ෂය ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා හමුවී සාකච්ඡා කිරීමෙන් පසු ශ්රී ලංකා පොදුජන පෙරමුණේ ජාතික සංවිධායක මුදල් අමාත්ය බැසිල් රාජපක්ෂ මහතාව හමුවී සාකච්ඡා කිරීමට බලාපොරොත්තු නිදහස් පක්ෂයේ ලේකම් බතික් අත්යන්ත්ර රෙදි
463,1.41E+18,7/12/2021 17:31,Politics,කොළඹ කොටස් වෙළෙඳපොළ ඩිජිටල්කරණ දෙවන අදියර ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතාගේ ප්රධානත්වය ජනාධිපති කාර්යාලයේ ඉකුත් දා ආරම්භ කෙරිණ ශ්රී ලංකා සුරැකුම්පත් විනිමය කොමිෂන් සභාව කොළඹ කොටස් හුවමාරුව ශ්රී ලංකාවේ ප්රාග්ධන වෙළෙඳපොළ ඩිජිටල්කරණ
465,1.41E+18,7/12/2021 14:21,Politics,බොරැල්ල පිහිටි බන්ධනාගාර සංකීර්ණය ප්රතිස්ථාපිත කිරීමට යෝජිත හොරණ මිල්ලෑව වතු යායට අයත් භූමිය දා පස්වරුවේ ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමාගේ නිරීක්ෂණයට ලක් කෙරිණ
467,1.41E+18,7/12/2021 13:35,Politics,ගෝඨාභය ජනපති කාලය අවසන්වෙනකොට නැවත ඉල්ල ගන්නවලු කිව්වා අවුල නැහැ
471,1.41E+18,7/12/2021 10:20,Other,නිකන් හිතන් මහින්ද රනිල් සිරිසේන හරි ගෝඨාභය වගේ නමක් දැම්මනම් අවුරුදු හතරකටපහකට සැරයක් බ
473,1.41E+18,7/12/2021 8:10,Politics,ජීඑල් පීරිස් සීයා ගෝඨාභය මාමා අමුතු ලිපියකින් ඔන්ලයින් වර්ජන ඇරඹෙයි
475,1.41E+18,7/12/2021 6:56,Politics,ජීඑල් පීරිස් සීයා ගෝඨාභය මාමා අමුතු ලිපියකින් ඔන්ලයින් වර්ජන ඇරඹෙයි
477,1.41E+18,7/12/2021 6:45,Other,යුද්ධ කාලේම මියගියා එහෙම කියලා රට ලොක්ඩවුන් කළේ කොරෝනා තිබුනම රට වහන් පුලුවන් ගෝඨාභය රාජපක්ෂ
479,1.41E+18,7/11/2021 23:14,Other,ගෝඨාභය සාටකේ අදින්නෙ නැත්තේ
481,1.41E+18,7/11/2021 19:15,Other,අර ගෝඨාභය එක රටක් එක නීතිය ගැනත් වගේම කරලා දාපන්කෝ මොකද මිනි
483,1.41E+18,7/11/2021 13:29,Politics,මහින්ද ගෝඨාභය බැසිල්
485,1.41E+18,7/11/2021 12:50,Politics,ගෝඨාභය දන්නේ එපමණයි
487,1.41E+18,7/11/2021 9:50,Politics,නිදහස් පක්ෂය ජනපති සාකච්ඡාවක සැලසුම් ශ්රී ලංකා නිදහස් පක්ෂය ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා සාකච්ඡාවක් එළඹෙන වැනිදා පවත්වන නිදහස් පක්ෂ ලේකම් රාජ්ය අමාත්ය දයාසිරි ජයසේකර මහතා පවසයි විස්තර
489,1.41E+18,7/11/2021 5:42,Politics,අපි ගෝඨාභය ජනාධිපති ගෙනාවේ රට හදන්න ජනාධිපති ගෝඨාභය බැසිල් ගෙනාවේ රට විකුණන් මේවා දැකල නෑෑ නෑෑෑ කියලා අපට ඔරවන උන් ටික දවසක බලපල්ලකෝ නැද්ද කියලා
493,1.41E+18,7/11/2021 2:27,Politics,ගෝඨාභය පාලනය හිස මුදුණින් මොහොතේ ආරක්ෂා කරන කෙනෙකු සොයාගැනීම කළුනික සොයනවාටත් දුෂ්කර කාර්යය පත්වීමෙනි ගෝඨාභය ආරක්ෂාව අද ඉදිරියෙන් පෙනී සිටින්නේ රෝහිත මහින්දානන්ද ජොන්ස්ටන් පරණ වියතුන් පමණි නාථ දෙවිය වියත්භාවය ලබාගත් චන්න ප්රභේද පමණි
495,1.41E+18,7/11/2021 2:25,Politics,ගෝඨාභය නඩු ගණනාවක් තිබුණි බැසිල් රාජපක්ෂට යෝෂිත රාජපක්ෂට ශිරන්ති රාජපක්ෂට නඩුහබ තිබුණි ඊළඟ ලලිත් වීරතුංග අනූෂ පැල්පිට රාජ්ය නිලධාරීන්ගේ ජොන්ස්ටන් ප්රනාන්ද පිල්ලෙයාන් දේශපාලනඥ නිදොස් කොට නිදහස් කරන නඩු දුසිම් ගණන් තිබුණි
501,1.41E+18,7/10/2021 14:38,Politics,පොල් පැළ ලක්ෂ සිටුවීමේ දොරින් දොරට කප්රුක ජාතික වැඩසටහන අද පෙරවරුවේ ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමාගේ සහභාගීත්ව හලාවත වැවිලි සමාගමට අයත් දංකොටුව බුජ්ජම්පොළ වැලිකැටිය වතු යායේ ආරම්භ කෙරිණ වැඩසටහන ගෙඩි මිලියන වාර
503,1.41E+18,7/10/2021 13:41,Politics,ආණ්ඩුවෙ සිදුව කියන කෙණෙහිලිකම් සම්බන්ධ ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා හමුවී සාකච්ඡා කිරීමට ශ්රී ලංකා නිදහස් පක්ෂය තීරණය කර ඇත ජනාධිපතිවරයා ශ්රී ලංකා නිදහස් පක්ෂයේ නායකයින් තීරණාත්මක හමුවක් ලබන වැනිදා ජනාධිපති කාර්යාලයේදී
507,1.41E+18,7/10/2021 13:30,Politics,අනාගතේ දවසක කියයි ගෝඨාභය ජනාධිපතිතුමාට පිං සිද්ධවෙන්න අපි ජීවත් වෙලා ඉන්න කියලා
509,1.41E+18,7/10/2021 11:38,Politics,ජපාන ආරක්ෂක ඇමතිවරයා ජපාන ශ්රීලංකා ආරක්ශක සහයෝගීතාවය කරගැනීම ශ්රී ලංකා ජනාධිපති ආරක්ශක අමාත්ය ගෝඨාභය රාජපක්ෂ මහතා වීඩියෝ සාකච්ඡාවක් පවත්වා ඇත
511,1.41E+18,7/10/2021 9:23,Politics,රටේ ජනතාව කවදා හරි කියයි ගෝඨාභය ජනාධිපතිතුමා නිසයි අපි ජීවත්වෙන්නේ කියලා රාජ්ය අමාත්ය ජානක වක්කුඹුර
513,1.41E+18,7/10/2021 9:11,Politics,ගෝඨාභය බලය පත් කිරීමේ අරමුණු ඉටු වුණේ රාජ්ය ඇමැති දයාසිරි
515,1.41E+18,7/10/2021 8:15,Politics,දොරින් දොරට කප්රුක ජාතික වැඩසටහන ජනපති ප්රධානත්වය ඇරඹේ සෞභාග්යය දැක්ම දොරින් දොරට කප්රුක ජාතික වැඩසටහන යටතේ දිවයින පුරා පොල් පැළ ලක්ෂ සිටුවීමේ සමාරම්භක උත්සවය ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතාගේ ප්රධානත්වය අද ආරම්භ කෙරුණි විස්තර
517,1.41E+18,7/10/2021 7:34,Politics,ඔහු මුදල් ඇමති නෙවි ගෝඨාභය මහතාටත් ඉහලින් ඉන්න ජනාධිපති ගෝඨාභය කියන්නේ
519,1.41E+18,7/10/2021 6:40,Politics,අනාගතේ ජනතාව කියාවි ගෝඨාභය ජනාධිපතිතුමාට පින්සිද්ධවෙන්න ජීවත්වෙලා ඉන්නේ කියලා
521,1.41E+18,7/10/2021 1:27,Politics,බන්ධනාගාර සංකිර්ණ භූමිය ජනපතිගේ නිරීක්ෂණයට බොරැල්ල පිහිටි බන්ධනාගාර සංකීර්ණය ප්රතිස්ථාපිත කිරීමට යෝජිත හොරණ මිල්ලෑව වතු යායට අයත් භූමිය ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා නිරීක්ෂණ කර තිබේ විස්තර
523,1.41E+18,7/9/2021 11:55,Politics,ගෝඨාභය මහත්තය කලිසම මහන්න කලින් සරම ගලවගෙන ඉන්නෙ ගෝඨාභය මහත්තය කලිසම මහන්න කලින් සරම ගලවගෙන ඉන්නෙ පොහොර ප්රශ්ණ ටිල්වින් ආණ්ඩුවට රිදෙන්න කියයි
525,1.41E+18,7/9/2021 11:32,Politics,අග භාගයේදී ගෝඨාභය රාජපක්ෂ ජනාධිපතිට රට භාර දෙන අවස්ථාවේ එනම වර්ෂයේදී රජයේ ආදායම රුපියල් බිලියන විය රජය බලය පත් වූ විගස හුදු දේශපාලන වාසිය සඳහාත් ඔවුන්ගේ ව්යාපාරික සගයන් පිනවීම සඳහාත් රුපියල් බිලියන එනම සමස්ත ආදායමෙන් තුනෙන් එකක් බදු සහන
527,1.41E+18,7/9/2021 7:30,Politics,පොහොට්ටු පාක්ශිකයො කියන්නෙ යුද්ධ අවසන් කළේ ගෝඨාභය රාජපක්ෂ කියල ආර්ථිකය ශක්තිමත් කළේ බැසිල් රාජපක්ෂ කියල එහෙම බලනකොට මහින්ද රාජපක්ෂ මොනවත්ම කරල නෑනෙ
529,1.41E+18,7/9/2021 3:49,Politics,වැඩ බැරි නන්දේ නාමධාරී ලංකා ඉතිහාසයේ අටර් ෆේල් රජා ගෝඨාභය රාජපක්ෂ රට අතේ සතේ නැති බංකොලොත්භාවයට ඇද දමා තිබිය ඊයේ එක් දිනක් තුල දේශපාලන නායකයන් වෘත්තීය සමිති නායකයන් ක්රියාධරයන් රාශියක අත් අඩංගුව ගනිමින් වියරු රංගනයක ආරම්භ කරනවාත් ගොනා හැරෙන්න පොල් පැලේ
531,1.41E+18,7/9/2021 3:24,Politics,ආර්ථික ප්රතිපත්ති සැලසුම් ක්රියාත්මක කිරීමේ අමාත්යංශයේ මුදල් අමාත්යංශයේ ආයතනික නෛතික රාමුව පිළිබ සංශෝධන ඇතුලත් ගැසට් නිවේදනයක් ජනාධිපති ගෝඨාභය රාජපක්ෂ නිකුත් කර තිබෙනව
533,1.41E+18,7/9/2021 2:42,Politics,රට හිතපු මධ්යස්ථ දරපු විතරද මහින්ද ගෙ පාලනයට කළකිරිල හිටි අය හිතුවේ ගෝඨ
